Date,Discharge (m3/s)
2016-07-30,11575.08
2016-07-31,11610.55
2016-08-01,11646.11
2016-08-02,11681.78
2016-08-03,11789.36
2016-08-04,11681.78
2016-08-05,11575.08
2016-08-06,11399.21
2016-08-07,11157.03
2016-08-08,10953.14
2016-08-09,10653.6
2016-08-10,10393.56
2016-08-11,10076.56
2016-08-12,9798.73
2016-08-13,9468.54
2016-08-14,9205.88
2016-08-15,9034.44
2016-08-16,8865.88
2016-08-17,8782.66
2016-08-18,8838.06
2016-08-19,8977.93
2016-08-20,8949.8
2016-08-21,8727.58
2016-08-22,8727.58
2016-08-23,8510.34
2016-08-24,8324.27
2016-08-25,8064.8
2016-08-26,7862.49
2016-08-27,7591.79
2016-08-28,7495.45
2016-08-29,7282.71
2016-08-30,7213.01
2016-08-31,7213.01
2016-09-01,7329.51
2016-09-02,7400.22
2016-09-03,7543.48
2016-09-04,7763.07
2016-09-05,7812.64
2016-09-06,8013.79
2016-09-07,7937.82
2016-09-08,7862.49
2016-09-09,7713.78
2016-09-10,7640.37
2016-09-11,7616.05
2016-09-12,7616.05
2016-09-13,7713.78
2016-09-14,7937.82
2016-09-15,7963.07
2016-09-16,8013.79
2016-09-17,8090.41
2016-09-18,8141.86
2016-09-19,8141.86
2016-09-20,8193.61
2016-09-21,8219.59
2016-09-22,8039.26
2016-09-23,7837.53
2016-09-24,7738.39
2016-09-25,7519.43
2016-09-26,7376.58
2016-09-27,7259.41
2016-09-28,7121.02
2016-09-29,7189.91
2016-09-30,7259.41
2016-10-01,7236.18
2016-10-02,7282.71
2016-10-03,7306.07
2016-10-04,7236.18
2016-10-05,7236.18
2016-10-06,7189.91
2016-10-07,7075.42
2016-10-08,6985.01
2016-10-09,6698.31
2016-10-10,6464.05
2016-10-11,6318.84
2016-10-12,6464.05
2016-10-13,6401.45
2016-10-14,6422.26
2016-10-15,6527.2
2016-10-16,6590.9
2016-10-17,6676.7
2016-10-18,6895.64
2016-10-19,6895.64
2016-10-20,6873.46
2016-10-21,6633.68
2016-10-22,6464.05
2016-10-23,6116.5
2016-10-24,5691.74
2016-10-25,5525.78
2016-10-26,5311.27
2016-10-27,5328.86
2016-10-28,5276.26
2016-10-29,5276.26
2016-10-30,5241.45
2016-10-31,5104.3
2016-11-01,5053.7
2016-11-02,4953.86
2016-11-03,4823.51
2016-11-04,4759.5
2016-11-05,4480.81
2016-11-06,4526.22
2016-11-07,4587.39
2016-11-08,4450.77
2016-11-09,4332.42
2016-11-10,4245.53
2016-11-11,4259.9
2016-11-12,4391.24
2016-11-13,4465.77
2016-11-14,4556.71
2016-11-15,4495.9
2016-11-16,4450.77
2016-11-17,4406.06
2016-11-18,4332.42
2016-11-19,4245.53
2016-11-20,4160.21
2016-11-21,4021.43
2016-11-22,3900.11
2016-11-23,3617.31
2016-11-24,3692.54
2016-11-25,3679.91
2016-11-26,3692.54
2016-11-27,3705.22
2016-11-28,3782.1
2016-11-29,3795.05
2016-11-30,3756.31
2016-12-01,3692.54
2016-12-02,3717.93
2016-12-03,3667.31
2016-12-04,3567.92
2016-12-05,3459.02
2016-12-06,3376.39
2016-12-07,3284.14
2016-12-08,3284.14
2016-12-09,3261.44
2016-12-10,3329.98
2016-12-11,3388.09
2016-12-12,3519.14
2016-12-13,3629.75
2016-12-14,3705.22
2016-12-15,3769.19
2016-12-16,3730.69
2016-12-17,3604.91
2016-12-18,3555.67
2016-12-19,3353.11
2016-12-20,3306.99
2016-12-21,3194.17
2016-12-22,3117.28
2016-12-23,3084.83
2016-12-24,3020.86
2016-12-25,2989.32
2016-12-26,3084.83
2016-12-27,3161.01
2016-12-28,3161.01
2016-12-29,3139.07
2016-12-30,3216.46
2016-12-31,3272.77
2017-06-01,6765.09
2017-06-02,6779.62
2017-06-03,6779.62
2017-06-04,6882.12
2017-06-05,6926.44
2017-06-06,7000.85
2017-06-07,7015.81
2017-06-08,7106.16
2017-06-09,7243.52
2017-06-10,7320.79
2017-06-11,7445.88
2017-06-12,7717.7
2017-06-13,7848.49
2017-06-14,7815.62
2017-06-15,7848.49
2017-06-16,7832.04
2017-06-17,7881.47
2017-06-18,7931.18
2017-06-19,8132.64
2017-06-20,8286.56
2017-06-21,8373.13
2017-06-22,8530.88
2017-06-23,8655.3
2017-06-24,8727.09
2017-06-25,8817.53
2017-06-26,8908.76
2017-06-27,9000.78
2017-06-28,9000.78
2017-06-29,8908.76
2017-06-30,8835.71
2017-07-01,8673.2
2017-07-02,8655.3
2017-07-03,8655.3
2017-07-04,8655.3
2017-07-05,8763.17
2017-07-06,8835.71
2017-07-07,8963.88
2017-07-08,9037.82
2017-07-09,9112.27
2017-07-10,9224.93
2017-07-11,9338.75
2017-07-12,9473.05
2017-07-13,9550.52
2017-07-14,9628.53
2017-07-15,9707.08
2017-07-16,9726.8
2017-07-17,9746.55
2017-07-18,9707.08
2017-07-19,9608.98
2017-07-20,9589.46
2017-07-21,9589.46
2017-07-22,9569.98
2017-07-23,9453.77
2017-07-24,9453.77
2017-07-25,9550.52
2017-07-26,9589.46
2017-07-27,9569.98
2017-07-28,9434.52
2017-07-29,9338.75
2017-07-30,9149.69
2017-07-31,9000.78
2017-08-01,8890.45
2017-08-02,8799.38
2017-08-03,8763.17
2017-08-04,8763.17
2017-08-05,8781.26
2017-08-06,8781.26
2017-08-07,8763.17
2017-08-08,8799.38
2017-08-09,8817.53
2017-08-10,8835.71
2017-08-11,9000.78
2017-08-12,9434.52
2017-08-13,9707.08
2017-08-14,9986.26
2017-08-15,10189.8
2017-08-16,10459.64
2017-08-17,10607.42
2017-08-18,10756.96
2017-08-19,10843.21
2017-08-20,10930.04
2017-08-21,10973.68
2017-08-22,11017.46
2017-08-23,11061.39
2017-08-24,11083.41
2017-08-25,11061.39
2017-08-26,11039.41
2017-08-27,10908.28
2017-08-28,10864.86
2017-08-29,10778.47
2017-08-30,10649.97
2017-08-31,10501.68
2017-09-01,10355.15
2017-09-02,10230.93
2017-09-03,10107.97
2017-09-04,10067.26
2017-09-05,10046.96
2017-09-06,10006.46
2017-09-07,9986.26
2017-09-08,9966.09
2017-09-09,9865.79
2017-09-10,9845.83
2017-09-11,10026.69
2017-09-12,10128.37
2017-09-13,10006.46
2017-09-14,9986.26
2017-09-15,9925.87
2017-09-16,9806.02
2017-09-17,9707.08
2017-09-18,9511.72
2017-09-19,9396.11
2017-09-20,9376.96
2017-09-21,9338.75
2017-09-22,9338.75
2017-09-23,9300.68
2017-09-24,9224.93
2017-09-25,9112.27
2017-09-26,8637.43
2017-09-27,8478.02
2017-09-28,8425.43
2017-09-29,8495.61
2017-09-30,8460.46
2017-10-01,8390.53
2017-10-02,8303.81
2017-10-03,8286.56
2017-10-04,8252.14
2017-10-05,8217.85
2017-10-06,8200.75
2017-10-07,8252.14
2017-10-08,8252.14
2017-10-09,8252.14
2017-10-10,8234.98
2017-10-11,8132.64
2017-10-12,7931.18
2017-10-13,7782.86
2017-10-14,7509.1
2017-10-15,7274.34
2017-10-16,7258.92
2017-10-17,7243.52
2017-10-18,7274.34
2017-10-19,7367.49
2017-10-20,7461.64
2017-10-21,7717.7
2017-10-22,8338.41
2017-10-23,8217.85
2017-10-24,8098.76
2017-10-25,7981.14
2017-10-26,7782.86
2017-10-27,7620.82
2017-10-28,7445.88
2017-10-29,7336.33
2017-10-30,7136.49
2017-10-31,7030.8
2017-11-01,6956.12
2017-11-02,6985.91
2017-11-03,6985.91
2017-11-04,6941.27
2017-11-05,6926.44
2017-11-06,6794.19
2017-11-07,6692.8
2017-11-08,6536.07
2017-11-09,6313.64
2017-11-10,6137.66
2017-11-11,5900.84
2017-11-12,5696.86
2017-11-13,5572.43
2017-11-14,5535.55
2017-11-15,5597.13
2017-11-16,5523.3
2017-11-17,5597.13
2017-11-18,5684.32
2017-11-19,5634.36
2017-11-20,5547.82
2017-11-21,5318.58
2017-11-22,5247.87
2017-11-23,5166.38
2017-11-24,5063.19
2017-11-25,4917.2
2017-11-26,4928.31
2017-11-27,4895.06
2017-11-28,4840.08
2017-11-29,4917.2
2017-11-30,4984.13
2017-12-01,5063.19
2017-12-02,5247.87
2017-12-03,5283.12
2017-12-04,5294.92
2017-12-05,5318.58
2017-12-06,5271.35
2017-12-07,5224.48
2017-12-08,4995.36
2017-12-09,4884.03
2017-12-10,4895.06
2017-12-11,5108.83
2017-12-12,4961.74
2017-12-13,4939.43
2017-12-14,4950.57
2017-12-15,4884.03
2017-12-16,4851.04
2017-12-17,4917.2
2017-12-18,4895.06
2017-12-19,4961.74
2017-12-20,4895.06
2017-12-21,4862.01
2017-12-22,4829.15
2017-12-23,4807.34
2017-12-24,4688.9
2017-12-25,4646.45
2017-12-26,4531.37
2017-12-27,4368.28
2017-12-28,4428.85
2017-12-29,4490.12
2017-12-30,4593.83
2017-12-31,4552.11
2018-06-01,6161.97
2018-06-02,6191.04
2018-06-03,6234.86
2018-06-04,6161.97
2018-06-05,6147.48
2018-06-06,6161.97
2018-06-07,6118.59
2018-06-08,6147.48
2018-06-09,6089.82
2018-06-10,6075.48
2018-06-11,6104.19
2018-06-12,6382.84
2018-06-13,6625.86
2018-06-14,6797.5
2018-06-15,7053.93
2018-06-16,7335.42
2018-06-17,7335.42
2018-06-18,7268.34
2018-06-19,7285.06
2018-06-20,7268.34
2018-06-21,7318.6
2018-06-22,7522.64
2018-06-23,7437.04
2018-06-24,7454.09
2018-06-25,7591.72
2018-06-26,7661.35
2018-06-27,7837.82
2018-06-28,8017.75
2018-06-29,8090.7
2018-06-30,8035.93
2018-07-01,7999.6
2018-07-02,8035.93
2018-07-03,8127.39
2018-07-04,8201.2
2018-07-05,8369.37
2018-07-06,8521.32
2018-07-07,8636.83
2018-07-08,8773.28
2018-07-09,8871.87
2018-07-10,8971.41
2018-07-11,9031.59
2018-07-12,9031.59
2018-07-13,9051.72
2018-07-14,9071.9
2018-07-15,9173.35
2018-07-16,9234.69
2018-07-17,9255.21
2018-07-18,9152.98
2018-07-19,8971.41
2018-07-20,8734.11
2018-07-21,8636.83
2018-07-22,8521.32
2018-07-23,8369.37
2018-07-24,8256.93
2018-07-25,8109.03
2018-07-26,8127.39
2018-07-27,8164.23
2018-07-28,8275.58
2018-07-29,8294.27
2018-07-30,8331.75
2018-07-31,8369.37
2018-08-01,8464.07
2018-08-02,8464.07
2018-08-03,8502.2
2018-08-04,8559.68
2018-08-05,8578.91
2018-08-06,8578.91
2018-08-07,8636.83
2018-08-08,8714.58
2018-08-09,8695.08
2018-08-10,8734.11
2018-08-11,8753.67
2018-08-12,8852.08
2018-08-13,8971.41
2018-08-14,9011.49
2018-08-15,9071.9
2018-08-16,9031.59
2018-08-17,8911.57
2018-08-18,8773.28
2018-08-19,8714.58
2018-08-20,8578.91
2018-08-21,8540.48
2018-08-22,8350.54
2018-08-23,8238.32
2018-08-24,8145.79
2018-08-25,8109.03
2018-08-26,8145.79
2018-08-27,8182.7
2018-08-28,8294.27
2018-08-29,8350.54
2018-08-30,8312.99
2018-08-31,8294.27
2018-09-01,8275.58
2018-09-02,8256.93
2018-09-03,8164.23
2018-09-04,8090.7
2018-09-05,8072.41
2018-09-06,8072.41
2018-09-07,8238.32
2018-09-08,8294.27
2018-09-09,8312.99
2018-09-10,8312.99
2018-09-11,8426.08
2018-09-12,8540.48
2018-09-13,8540.48
2018-09-14,8617.49
2018-09-15,8656.21
2018-09-16,8656.21
2018-09-17,8598.18
2018-09-18,8540.48
2018-09-19,8483.11
2018-09-20,8464.07
2018-09-21,8578.91
2018-09-22,8578.91
2018-09-23,8464.07
2018-09-24,8256.93
2018-09-25,8127.39
2018-09-26,7999.6
2018-09-27,7891.43
2018-09-28,7731.53
2018-09-29,7591.72
2018-09-30,7437.04
2018-10-01,7251.65
2018-10-02,6989.06
2018-10-03,6734.65
2018-10-04,6518.58
2018-10-05,6323.29
2018-10-06,6264.22
2018-10-07,6205.62
2018-10-08,6234.86
2018-10-09,6382.84
2018-10-10,6473.06
2018-10-11,6595.06
2018-10-12,6656.79
2018-10-13,6564.38
2018-10-14,6427.82
2018-10-15,6089.82
2018-10-16,5698.98
2018-10-17,5485.43
2018-10-18,5266.08
2018-10-19,5177.97
2018-10-20,5381.25
2018-10-21,5368.35
2018-10-22,5446.16
2018-10-23,5524.94
2018-10-24,5618.08
2018-10-25,5644.94
2018-10-26,5644.94
2018-10-27,5618.08
2018-10-28,5578
2018-10-29,5459.23
2018-10-30,5446.16
2018-10-31,5381.25
2018-11-01,5228.16
2018-11-02,5190.48
2018-11-03,5029.85
2018-11-04,5115.8
2018-11-05,5177.97
2018-11-06,5240.78
2018-11-07,5228.16
2018-11-08,5240.78
2018-11-09,5177.97
2018-11-10,5153.02
2018-11-11,5128.18
2018-11-12,4945.13
2018-11-13,4909.2
2018-11-14,4873.49
2018-11-15,4838.01
2018-11-16,4709.78
2018-11-17,4652.46
2018-11-18,4607.04
2018-11-19,4607.04
2018-11-20,4652.46
2018-11-21,4744.46
2018-11-22,4861.64
2018-11-23,4921.15
2018-11-24,5042.05
2018-11-25,5054.28
2018-11-26,5066.53
2018-11-27,5066.53
2018-11-28,4981.29
2018-11-29,4838.01
2018-11-30,4721.31
2018-12-01,4607.04
2018-12-02,4539.62
2018-12-03,4562
2018-12-04,4562
2018-12-05,4573.22
2018-12-06,4607.04
2018-12-07,4629.7
2018-12-08,4607.04
2018-12-09,4607.04
2018-12-10,4517.33
2018-12-11,4451.04
2018-12-12,4440.07
2018-12-13,4363.94
2018-12-14,4310.25
2018-12-15,4204.56
2018-12-16,4194.11
2018-12-17,4040.06
2018-12-18,4029.97
2018-12-19,4121.61
2018-12-20,4183.69
2018-12-21,4225.51
2018-12-22,4407.3
2018-12-23,4462.03
2018-12-24,4595.74
2018-12-25,4629.7
2018-12-26,4573.22
2018-12-27,4462.03
2018-12-28,4440.07
2018-12-29,4288.93
2018-12-30,4257.12
2018-12-31,4121.61
2019-06-01,3078.38
2019-06-02,3229.35
2019-06-03,3355.01
2019-06-04,3849.43
2019-06-05,4092.21
2019-06-06,4034.96
2019-06-07,4053.96
2019-06-08,3904.24
2019-06-09,3904.24
2019-06-10,3671.8
2019-06-11,3585.86
2019-06-12,3485.18
2019-06-13,3452.21
2019-06-14,3535.19
2019-06-15,3620.01
2019-06-16,3831.31
2019-06-17,3978.45
2019-06-18,4073.05
2019-06-19,4150.22
2019-06-20,4169.72
2019-06-21,4208.98
2019-06-22,4389.91
2019-06-23,4410.45
2019-06-24,4268.51
2019-06-25,4228.74
2019-06-26,4169.72
2019-06-27,4169.72
2019-06-28,4472.6
2019-06-29,4663.97
2019-06-30,4999.8
2019-07-01,5507.61
2019-07-02,6174.16
2019-07-03,6549.51
2019-07-04,6490.42
2019-07-05,6230.58
2019-07-06,6431.83
2019-07-07,6402.72
2019-07-08,6344.86
2019-07-09,6287.48
2019-07-10,6287.48
2019-07-11,6549.51
2019-07-12,7040.41
2019-07-13,7701.84
2019-07-14,8724.65
2019-07-15,9614.83
2019-07-16,10135.05
2019-07-17,10496.18
2019-07-18,10774.8
2019-07-19,11012.19
2019-07-20,11156.93
2019-07-21,11156.93
2019-07-22,11156.93
2019-07-23,11012.19
2019-07-24,11108.49
2019-07-25,11205.57
2019-07-26,11156.93
2019-07-27,11060.24
2019-07-28,10916.66
2019-07-29,10916.66
2019-07-30,10774.8
2019-07-31,10588.31
2019-08-01,10450.4
2019-08-02,10359.39
2019-08-03,10359.39
2019-08-04,10224.24
2019-08-05,10046.58
2019-08-06,9785.43
2019-08-07,9657.22
2019-08-08,9657.22
2019-08-09,9281.85
2019-08-10,8647.63
2019-08-11,8235.1
2019-08-12,7875.94
2019-08-13,7599.1
2019-08-14,7736.38
2019-08-15,7771.05
2019-08-16,7701.84
2019-08-17,7771.05
2019-08-18,7771.05
2019-08-19,7701.84
2019-08-20,7497.62
2019-08-21,7168.34
2019-08-22,6852.47
2019-08-23,6699.41
2019-08-24,6579.24
2019-08-25,6431.83
2019-08-26,6287.48
2019-08-27,6174.16
2019-08-28,6062.73
2019-08-29,6202.31
2019-08-30,6202.31
2019-08-31,6258.97
2019-09-01,6287.48
2019-09-02,6316.11
2019-09-03,6373.73
2019-09-04,6344.86
2019-09-05,6174.16
2019-09-06,6007.72
2019-09-07,5687.2
2019-09-08,5558.38
2019-09-09,5140.28
2019-09-10,4953.77
2019-09-11,4885.45
2019-09-12,5069.59
2019-09-13,5093.05
2019-09-14,5284.41
2019-09-15,5284.41
2019-09-16,5382.56
2019-09-17,5583.93
2019-09-18,5687.2
2019-09-19,5899.07
2019-09-20,5980.38
2019-09-21,5872.19
2019-09-22,5872.19
2019-09-23,5765.81
2019-09-24,5953.16
2019-09-25,6062.73
2019-09-26,6062.73
2019-09-27,6202.31
2019-09-28,6287.48
2019-09-29,6609.09
2019-09-30,6790.86
2019-10-01,7104.11
2019-10-02,7265.69
2019-10-03,7233.11
2019-10-04,6977.24
2019-10-05,6729.77
2019-10-06,6579.24
2019-10-07,6230.58
2019-10-08,6090.41
2019-10-09,6007.72
2019-10-10,5953.16
2019-10-11,5926.06
2019-10-12,5872.19
2019-10-13,5583.93
2019-10-14,5432.26
2019-10-15,5211.88
2019-10-16,5093.05
2019-10-17,4885.45
2019-10-18,4556.74
2019-10-19,4389.91
2019-10-20,4130.8
2019-10-21,3831.31
2019-10-22,3552.01
2019-10-23,3435.83
2019-10-24,3323.18
2019-10-25,3323.18
2019-10-26,3568.9
2019-10-27,3706.71
2019-10-28,3741.92
2019-10-29,3831.31
2019-10-30,3813.28
2019-10-31,3813.28
2019-11-01,3620.01
2019-11-02,3468.66
2019-11-03,3213.95
2019-11-04,3078.38
2019-11-05,2962.34
2019-11-06,2864.13
2019-11-07,2795.83
2019-11-08,2891.88
2019-11-09,3122.97
2019-11-10,3518.45
2019-11-11,3741.92
2019-11-12,3518.45
2019-11-13,3275.95
2019-11-14,3183.35
2019-11-15,3183.35
2019-11-16,3019.84
2019-11-17,2822.97
2019-11-18,2755.58
2019-11-19,2574.72
2019-11-20,2428.5
2019-11-21,2267.62
2019-11-22,2289.98
2019-11-23,2335.32
2019-11-24,2416.66
2019-11-25,2488.46
2019-11-26,2587.26
2019-11-27,2476.36
2019-11-28,2612.52
2019-11-29,2488.46
2019-11-30,2428.5
2019-12-01,2278.78
2019-12-02,2158.8
2019-12-03,1994.69
2019-12-04,1860.63
2019-12-05,1770.03
2019-12-06,1761.19
2019-12-07,1833.01
2019-12-08,1936.18
2019-12-09,1955.5
2019-12-10,2024.55
2019-12-11,2054.83
2019-12-12,2137.63
2019-12-13,2137.63
2019-12-14,2180.17
2019-12-15,2127.11
2019-12-16,1984.82
2019-12-17,1879.26
2019-12-18,1752.4
2019-12-19,1625.3
2019-12-20,1617.14
2019-12-21,1568.95
2019-12-22,1633.5
2019-12-23,1641.74
2019-12-24,1691.99
2019-12-25,1787.81
2019-12-26,1787.81
2019-12-27,1814.8
2019-12-28,1796.77
2019-12-29,1743.65
2019-12-30,1726.27
2019-12-31,1691.99
2020-06-01,5865.61
2020-06-02,5930.71
2020-06-03,6040.67
2020-06-04,6197.71
2020-06-05,6312.13
2020-06-06,6475.52
2020-06-07,6570.6
2020-06-08,6499.18
2020-06-09,6546.71
2020-06-10,6691.22
2020-06-11,6789.16
2020-06-12,6863.46
2020-06-13,7065.2
2020-06-14,7193.99
2020-06-15,7116.47
2020-06-16,7090.79
2020-06-17,7039.69
2020-06-18,7324.91
2020-06-19,7484.85
2020-06-20,7786.3
2020-06-21,7842.27
2020-06-22,8098.68
2020-06-23,8185.82
2020-06-24,8244.38
2020-06-25,8244.38
2020-06-26,8332.93
2020-06-27,8392.45
2020-06-28,8757.67
2020-06-29,9137.21
2020-06-30,9768.63
2020-07-01,10223.12
2020-07-02,10622.52
2020-07-03,11074.28
2020-07-04,11345.76
2020-07-05,11623.24
2020-07-06,11825.19
2020-07-07,11865.95
2020-07-08,11825.19
2020-07-09,11583.23
2020-07-10,11424.42
2020-07-11,11543.34
2020-07-12,11989.02
2020-07-13,12450.2
2020-07-14,12708.45
2020-07-15,12971.54
2020-07-16,13104.93
2020-07-17,13194.54
2020-07-18,13194.54
2020-07-19,13194.54
2020-07-20,13558.55
2020-07-21,13884.48
2020-07-22,14459.73
2020-07-23,14855.12
2020-07-24,15158.04
2020-07-25,15311.59
2020-07-26,15209.07
2020-07-27,15158.04
2020-07-28,15107.17
2020-07-29,14905.22
2020-07-30,14755.36
2020-07-31,14656.22
2020-08-01,14459.73
2020-08-02,14362.38
2020-08-03,14169.46
2020-08-04,13884.48
2020-08-05,13837.48
2020-08-06,13931.61
2020-08-07,13558.55
2020-08-08,13194.54
2020-08-09,12839.39
2020-08-10,12578.73
2020-08-11,12238.62
2020-08-12,12030.3
2020-08-13,11463.94
2020-08-14,11306.61
2020-08-15,11267.59
2020-08-16,11228.68
2020-08-17,11306.61
2020-08-18,11424.42
2020-08-19,11424.42
2020-08-20,11543.34
2020-08-21,11543.34
2020-08-22,11703.64
2020-08-23,11424.42
2020-08-24,11228.68
2020-08-25,11035.98
2020-08-26,10771.22
2020-08-27,10439.26
2020-08-28,10081.28
2020-08-29,9768.63
2020-08-30,9498.11
2020-08-31,9365.41
2020-09-01,9398.43
2020-09-02,9365.41
2020-09-03,9464.78
2020-09-04,9365.41
2020-09-05,9299.69
2020-09-06,9105.02
2020-09-07,8695.82
2020-09-08,8512.63
2020-09-09,8573.3
2020-09-10,8542.92
2020-09-11,8362.64
2020-09-12,8303.32
2020-09-13,8185.82
2020-09-14,8185.82
2020-09-15,8362.64
2020-09-16,8392.45
2020-09-17,8757.67
2020-09-18,9072.94
2020-09-19,9431.55
2020-09-20,9734.44
2020-09-21,9802.93
2020-09-22,10116.57
2020-09-23,9941.23
2020-09-24,9802.93
2020-09-25,9598.75
2020-09-26,9871.86
2020-09-27,10151.98
2020-09-28,10366.76
2020-09-29,10585.64
2020-09-30,10659.52
2020-10-01,10696.64
2020-10-02,10846.27
2020-10-03,10997.8
2020-10-04,10921.8
2020-10-05,10808.69
2020-10-06,10622.52
2020-10-07,10439.26
2020-10-08,10187.49
2020-10-09,9871.86
2020-10-10,9531.55
2020-10-11,9201.89
2020-10-12,8851.19
2020-10-13,8573.3
2020-10-14,8332.93
2020-10-15,8332.93
2020-10-16,8303.32
2020-10-17,8215.05
2020-10-18,8098.68
2020-10-19,7926.91
2020-10-20,7620.54
2020-10-21,7377.88
2020-10-22,7142.22
2020-10-23,7404.49
2020-10-24,7484.85
2020-10-25,6863.46
2020-10-26,6499.18
2020-10-27,6266.13
2020-10-28,6062.88
2020-10-29,5996.47
2020-10-30,5952.56
2020-10-31,6018.53
2021-01-01,681.63
2021-01-02,714.75
2021-01-03,721.56
2021-01-04,681.63
2021-01-05,681.63
2021-01-06,662.46
2021-01-07,643.82
2021-01-08,596.54
2021-01-09,579.69
2021-01-10,608.04
2021-01-11,649.98
2021-01-12,708.01
2021-01-13,771.01
2021-01-14,742.37
2021-01-15,735.37
2021-01-16,708.01
2021-01-17,656.19
2021-01-18,613.87
2021-01-19,563.3
2021-01-20,542.13
2021-01-21,506.92
2021-01-22,473.92
2021-01-23,379.41
2021-01-24,447.28
2021-01-25,464.87
2021-01-26,447.28
2021-01-27,483.13
2021-01-28,516.75
2021-01-29,563.3
2021-01-30,585.26
2021-01-31,625.68
2021-02-01,613.87
2021-02-02,619.75
2021-02-03,585.26
2021-02-04,552.62
2021-02-05,563.3
2021-02-06,511.81
2021-02-07,585.26
2021-02-08,460.42
2021-02-09,456
2021-02-10,469.37
2021-02-11,526.76
2021-02-12,478.5
2021-02-13,542.13
2021-02-14,536.96
2021-02-15,547.35
2021-02-16,511.81
2021-02-17,516.75
2021-02-18,497.27
2021-02-19,438.73
2021-02-20,422.09
2021-02-21,386.85
2021-02-22,347.62
2021-02-23,386.85
2021-02-24,414
2021-02-25,506.92
2021-02-26,516.75
2021-02-27,608.04
2021-02-28,574.18
2021-03-01,631.67
2021-03-02,608.04
2021-03-03,721.56
2021-03-04,643.82
2021-03-05,643.82
2021-03-06,596.54
2021-03-07,552.62
2021-03-08,460.42
2021-03-09,447.28
2021-03-10,478.5
2021-03-11,447.28
2021-03-12,552.62
2021-03-13,547.35
2021-03-14,516.75
2021-03-15,469.37
2021-03-16,478.5
2021-03-17,492.51
2021-03-18,460.42
2021-03-19,422.09
2021-03-20,418.03
2021-03-21,402.15
2021-03-22,361.42
2021-03-23,347.62
2021-03-24,347.62
2021-03-25,379.41
2021-03-26,375.75
2021-03-27,434.51
2021-03-28,473.92
2021-03-29,557.93
2021-03-30,662.46
2021-03-31,808.3
2021-04-01,1003.42
2021-04-02,888.17
2021-04-03,728.43
2021-04-04,608.04
2021-04-05,460.42
2021-04-06,442.99
2021-04-07,478.5
2021-04-08,526.76
2021-04-09,568.71
2021-04-10,568.71
2021-04-11,557.93
2021-04-12,596.54
2021-04-13,619.75
2021-04-14,668.79
2021-04-15,721.56
2021-04-16,756.56
2021-04-17,668.79
2021-04-18,596.54
2021-04-19,590.87
2021-04-20,542.13
2021-04-21,547.35
2021-04-22,526.76
2021-04-23,506.92
2021-04-24,568.71
2021-04-25,625.68
2021-04-26,688.13
2021-04-27,871.61
2021-04-28,913.58
2021-04-29,930.9
2021-04-30,930.9
2021-05-01,863.44
2021-05-02,808.3
2021-05-03,735.37
2021-05-04,619.75
2021-05-05,536.96
2021-05-06,547.35
2021-05-07,552.62
2021-05-08,531.84
2021-05-09,552.62
2021-05-10,608.04
2021-05-11,694.7
2021-05-12,749.43
2021-05-13,800.71
2021-05-14,778.33
2021-05-15,793.18
2021-05-16,728.43
2021-05-17,735.37
2021-05-18,728.43
2021-05-19,763.75
2021-05-20,793.18
2021-05-21,815.97
2021-05-22,863.44
2021-05-23,905.03
2021-05-24,1209.29
2021-05-25,1610.83
2021-05-26,2364.04
2021-05-27,2732.13
2021-05-28,2756.88
2021-05-29,2407.3
2021-05-30,2006.99
2021-05-31,1935.01
2021-06-01,1848.53
2021-06-02,1765.77
2021-06-03,1610.83
2021-06-04,1581.46
2021-06-05,1610.83
2021-06-06,1625.72
2021-06-07,1717.85
2021-06-08,1831.69
2021-06-09,1848.53
2021-06-10,1935.01
2021-06-11,2342.7
2021-06-12,2659.15
2021-06-13,2989.57
2021-06-14,3155.07
2021-06-15,3299.7
2021-06-16,3270.27
2021-06-17,2936.28
2021-06-18,2989.57
2021-06-19,3183.5
2021-06-20,2683.27
2021-06-21,2611.55
2021-06-22,2781.85
2021-06-23,2936.28
2021-06-24,3270.27
2021-06-25,3512.94
2021-06-26,3673.32
2021-06-27,3739.42
2021-06-28,3640.69
2021-06-29,3481.69
2021-06-30,3772.9
2021-07-01,4087.49
2021-07-02,4668.68
2021-07-03,4922.77
2021-07-04,5010.39
2021-07-05,5471.47
2021-07-06,5767.45
2021-07-07,6295.3
2021-07-08,6990.24
2021-07-09,7429.13
2021-07-10,7826.32
2021-07-11,8102.4
2021-07-12,8172.86
2021-07-13,7963.21
2021-07-14,8172.86
2021-07-15,8460.68
2021-07-16,8460.68
2021-07-17,7963.21
2021-07-18,7559.32
2021-07-19,7559.32
2021-07-20,7493.95
2021-07-21,7429.13
2021-07-22,8032.51
2021-07-23,8682.93
2021-07-24,8682.93
2021-07-25,8682.93
2021-07-26,8534.15
2021-07-27,8315.58
2021-07-28,7559.32
2021-07-29,7625.24
2021-07-30,7493.95
2021-07-31,6929.62
2021-08-01,6350.57
2021-08-02,5921.16
2021-08-03,5617.59
2021-08-04,5617.59
2021-08-05,5423.59
2021-08-06,5471.47
2021-08-07,5869.49
2021-08-08,6576.37
2021-08-09,7051.38
2021-08-10,7301.1
2021-08-11,7625.24
2021-08-12,8102.4
2021-08-13,8758.25
2021-08-14,9223.56
2021-08-15,9546.9
2021-08-16,10314.78
