Date,Discharge (m3/s)
2006-03-06,2437.86
2006-03-07,2383.11
2006-03-08,2301.52
2006-03-09,1884.69
2006-03-10,2001.8
2006-03-11,1909.45
2006-03-12,1796.7
2006-03-13,2091.72
2006-03-14,2171.9
2006-03-15,2255.55
2006-03-16,2205.36
2006-03-17,2202.07
2006-03-18,2209.79
2006-03-19,2091.41
2006-03-20,1981.64
2006-03-21,2035.82
2006-03-22,2052.15
2006-03-23,2083.1
2006-03-24,2045.52
2006-03-25,2005.13
2006-03-26,2059.54
2006-03-27,2095.84
2006-03-28,2376.87
2006-03-29,2492.89
2006-03-30,2672.24
2006-03-31,2755.88
2006-04-01,2812.93
2006-04-02,2862.73
2006-04-03,2836.5
2006-04-04,2818.98
2006-04-05,2916.06
2006-04-06,2698.86
2006-04-07,2532.64
2006-04-08,2644.88
2006-04-09,2515.66
2006-04-10,2671.75
2006-04-11,2855.72
2006-04-12,3147.8
2006-04-13,3342.18
2006-04-14,3523.12
2006-04-15,3577.72
2006-04-16,3650.85
2006-04-17,3586.44
2006-04-18,3531.97
2006-04-19,3261.47
2006-04-20,3083.54
2006-04-21,2994.63
2006-04-22,2923.9
2006-04-23,2950.41
2006-04-24,3047.74
2006-04-25,3119.9
2006-04-26,3309.62
2006-04-27,3527.75
2006-04-28,3608.82
2006-04-29,3817.32
2006-04-30,3860.34
2006-05-01,3941.62
2006-05-02,3890.32
2006-05-03,3455.79
2006-05-04,3232.66
2006-05-05,3008.5
2006-05-06,2906.23
2006-05-07,2871.08
2006-05-08,2864
2006-05-09,3065.57
2006-05-10,3225.62
2006-05-11,3542.73
2006-05-12,3765.1
2006-05-13,4000.49
2006-05-14,4130.23
2006-05-15,4185.85
2006-05-16,4238.08
2006-05-17,4324
2006-05-18,4174.75
2006-05-19,3937.93
2006-05-20,3838.64
2006-05-21,3805.42
2006-05-22,3794.44
2006-05-23,3768.87
2006-05-24,3779.85
2006-05-25,3842.28
2006-05-26,3919.58
2006-05-27,4583.43
2006-05-28,4963.62
2006-05-29,5227.83
2006-05-30,5277.96
2006-05-31,5305.02
2006-06-01,5370.66
2006-06-02,5366.78
2006-06-03,5428.71
2006-06-04,5545.16
2006-06-05,5920.29
2006-06-06,6473.82
2006-06-07,6893.89
2006-06-08,7289.41
2006-06-09,7516.91
2006-06-10,7729.16
2006-06-11,7860.21
2006-06-12,7979.28
2006-06-13,8230.63
2006-06-14,8483.13
2006-06-15,8791.03
2006-06-16,9012.57
2006-06-17,9226.53
2006-06-18,9302.23
2006-06-19,9428.61
2006-06-20,9466.57
2006-06-21,9415.95
2006-06-22,9479.23
2006-06-23,9479.23
2006-06-24,9475.01
2006-06-25,9432.82
2006-06-26,9335.9
2006-06-27,9276.98
2006-06-28,9272.77
2006-06-29,9213.92
2006-06-30,9197.11
2006-07-01,9176.11
2006-07-02,9192.91
2006-07-03,9167.71
2006-07-04,9067.03
2006-07-05,8962.32
2006-07-06,8842.53
2006-07-07,8923.4
2006-07-08,9032
2006-07-09,9122.52
2006-07-10,9185.54
2006-07-11,9262.6
2006-07-12,8879.89
2006-07-13,9032.27
2006-07-14,9203.79
2006-07-15,9348.32
2006-07-16,9442.23
2006-07-17,9489.76
2006-07-18,9495.41
2006-07-19,9040.49
2006-07-20,9001.41
2006-07-21,8966.95
2006-07-22,8900.46
2006-07-23,8811.25
2006-07-24,8754.17
2006-07-25,8774.7
2006-07-26,8898.2
2006-07-27,8946.78
2006-07-28,8954.12
2006-07-29,8966.04
2006-07-30,8945.85
2006-07-31,8957.78
2006-08-01,8910.1
2006-08-02,8761.07
2006-08-03,8736.47
2006-08-04,8670.92
2006-08-05,8619.12
2006-08-06,8585.53
2006-08-07,8588.26
2006-08-08,8591
2006-08-09,8611.9
2006-08-10,8560.18
2006-08-11,8585.6
2006-08-12,8592.87
2006-08-13,8563.88
2006-08-14,8485.07
2006-08-15,7857.16
2006-08-16,7689.16
2006-08-17,7577.95
2006-08-18,7484.61
2006-08-19,7409.03
2006-08-20,7359.79
2006-08-21,7384.64
2006-08-22,7475.07
2006-08-23,6834.18
2006-08-24,6898.4
2006-08-25,6949.89
2006-08-26,7014.4
2006-08-27,7165.43
2006-08-28,7330.36
2006-08-29,7544.47
2006-08-30,6928.42
2006-08-31,6928.2
2006-09-01,6893.78
2006-09-02,6872.24
2006-09-03,6876.38
2006-09-04,6863.42
2006-09-05,6846.17
2006-09-06,6646.94
2006-09-07,6439.97
2006-09-08,6469.42
2006-09-09,6444.19
2006-09-10,6494.71
2006-09-11,6524.22
2006-09-12,6638.39
2006-09-13,7186.82
2006-09-14,7169.97
2006-09-15,7179.1
2006-09-16,7301.01
2006-09-17,7358.03
2006-09-18,7345.44
2006-09-19,7367.68
2006-09-20,7808.45
2006-09-21,7998.27
2006-09-22,7997.23
2006-09-23,7914.69
2006-09-24,7693.95
2006-09-25,7453.75
2006-09-26,7275.52
2006-09-27,7108.57
2006-09-28,6907.61
2006-09-29,7487.15
2006-09-30,7150.64
2006-10-01,6750.07
2006-10-02,6330.48
2006-10-03,5979.93
2006-10-04,6859.83
2006-10-05,6834.97
2006-10-06,6712.17
2006-10-07,6564.56
2006-10-08,6485.16
2006-10-09,6305.43
2006-10-10,6062.83
2006-10-11,6247.32
2006-10-12,5785.69
2006-10-13,5684.65
2006-10-14,5446.97
2006-10-15,5156.23
2006-10-16,4916.74
2006-10-17,4576.2
2006-10-18,4540.18
2006-10-19,4509.29
2006-10-20,4463.21
2006-10-21,4485.91
2006-10-22,4436.13
2006-10-23,4397.93
2006-10-24,4329.25
2006-10-25,4263.25
2007-06-06,26926.41
2007-06-07,27084.19
2007-06-08,25069.39
2007-06-09,28533.73
2007-06-10,32205.31
2007-06-11,34898.43
2007-06-12,36026.05
2007-06-13,38163.88
2007-06-14,37917.86
2007-06-15,37821.5
2007-06-16,37672.9
2007-06-17,37711.96
2007-06-18,37618.27
2007-06-19,37444.39
2007-06-20,40274.31
2007-06-21,41694.76
2007-06-22,42794.84
2007-06-23,43712.32
2007-06-24,44451.82
2007-06-25,45098.49
2007-06-26,45705.02
2007-06-27,45788.07
2007-06-28,45663.5
2007-06-29,45476.79
2007-06-30,45062.43
2007-07-01,44710.84
2007-07-02,44153.52
2007-07-03,43535.97
2007-07-04,43393.16
2007-07-05,43577.14
2007-07-06,42858.71
2007-07-07,42367.54
2007-07-08,41571.77
2007-07-09,40393.99
2007-07-10,39666.28
2007-07-11,39686.98
2007-07-12,39767.16
2007-07-13,39565.42
2007-07-14,39646.09
2007-07-15,39726.79
2007-07-16,39545.26
2007-07-17,39424.31
2007-07-18,39706.91
2007-07-19,40576.3
2007-07-20,41347.84
2007-07-21,42715.69
2007-07-22,44215.38
2007-07-23,45228.07
2007-07-24,45808.89
2007-07-25,47958.59
2007-07-26,49894.11
2007-07-27,51738.92
2007-07-28,53725.82
2007-07-29,55317.4
2007-07-30,56441.36
2007-07-31,58244.88
2007-08-01,59446.18
2007-08-02,60344.74
2007-08-03,60828.09
2007-08-04,60960.04
2007-08-05,60751.13
2007-08-06,60213.04
2007-08-07,59765.73
2007-08-08,59314.72
2007-08-09,58811.99
2007-08-10,57939.8
2007-08-11,57113.53
2007-08-12,56289.7
2007-08-13,55468.31
2007-08-14,55209.42
2007-08-15,55705.82
2007-08-16,55468.3
2007-08-17,55144.73
2007-08-18,54649.34
2007-08-19,54197.85
2007-08-20,53554.13
2007-08-21,52847.82
2007-08-22,52122.1
2007-08-23,51611.05
2007-08-24,50973.67
2007-08-25,50274.45
2007-08-26,50337.9
2007-08-27,50041.77
2007-08-28,49640.39
2007-08-29,49534.89
2007-08-30,49366.17
2007-08-31,58809.64
2007-09-01,48839.66
2007-09-02,48482.3
2007-09-03,48167.4
2007-09-04,47957.7
2007-09-05,47894.84
2007-09-06,47538.86
2007-09-07,48272.35
2007-09-08,49619.52
2007-09-09,51504.8
2007-09-10,52890.62
2007-09-11,54068.97
2007-09-12,55080.05
2007-09-13,55662.55
2007-09-14,55986.73
2007-09-15,56636.2
2007-09-16,56571.17
2007-09-17,56484.5
2007-09-18,56289.62
2007-09-19,55813.77
2007-09-20,55468.22
2007-09-21,54800.04
2007-09-22,53961.54
2007-09-23,53639.78
2007-09-24,53232.81
2007-09-25,52527.33
2007-09-26,51866.41
2007-09-27,51122.19
2007-09-28,50676.7
2007-09-29,50168.59
2007-09-30,49197.56
2007-10-01,57738.14
2007-10-02,47308.83
2007-10-03,46286.81
2007-10-04,45352.23
2007-10-05,44318.34
2007-10-06,43474.13
2007-10-07,42694.65
2007-10-08,42060.84
2007-10-09,41754.85
2007-10-10,41551.12
2007-10-11,41245.88
2007-10-12,40961.43
2007-10-13,40596.26
2007-10-14,39968.93
2007-10-15,40738.19
2007-10-16,39807.34
2007-10-17,39323.4
2007-10-18,38840.7
2007-10-19,38218.97
2007-10-20,37419.72
2007-10-21,36504.8
2007-10-22,35732.74
2007-10-23,35062.33
2007-10-24,34512.18
2007-10-25,34042.04
2007-10-26,33534.19
2007-10-27,32969.55
2007-10-28,32213.29
2007-10-29,31172.06
2007-10-30,29870.82
2007-10-31,28562.08
2007-11-01,26984.94
2007-11-02,25407.66
2007-11-03,24415.56
2007-11-04,23558.7
2007-11-05,23123.53
2007-11-06,22798.34
2007-11-07,22384.31
2007-11-08,22241.36
2007-11-09,21972.68
2007-11-10,21722.28
2007-11-11,21151.19
2007-11-12,20460.22
2007-11-13,19862.14
2007-11-14,19249.19
2007-11-15,24797.54
2007-11-16,24343.66
2007-11-17,22420.82
2007-11-18,20760.34
2007-11-19,19984.01
2007-11-20,20143.39
2007-11-21,19617
2007-11-22,20480.75
2007-11-23,20817
2007-11-24,21194.11
2007-11-25,21224.82
2007-11-26,21063.93
2007-11-27,20744.77
2007-11-28,20091.06
2007-11-29,19215.13
2007-11-30,17419.77
2007-12-01,16450.44
2007-12-02,15576.8
2007-12-03,14945.9
2007-12-04,14546.96
2007-12-05,13794.71
2007-12-06,13910.39
2007-12-07,14172.88
2007-12-08,14189.04
2007-12-09,13895
2007-12-10,13895.99
2007-12-11,13944.95
2007-12-12,13732.64
2007-12-13,13341.42
2007-12-14,12680.57
2007-12-15,11962.13
2007-12-16,11567.2
2007-12-17,11065.71
2007-12-18,11079.84
2007-12-19,11284.03
2007-12-20,11177.38
2007-12-21,11649.25
2007-12-22,12015.19
2007-12-23,12379.33
2007-12-24,12651.12
2007-12-25,12908.39
2007-12-26,12925.14
2007-12-27,12648.84
2007-12-28,12345.41
2007-12-29,11790.87
2007-12-30,11363.53
2007-12-31,11163.53
2008-01-01,11457.48
2008-01-02,10957.44
2008-01-03,10926.91
2008-01-04,10771.1
2008-01-05,10866.53
2008-01-06,10869.49
2008-01-07,10918.02
2008-01-08,11244.59
2008-01-09,11621.39
2008-01-10,12188.82
2008-01-11,12878.3
2008-01-12,13086.07
2008-01-13,13017.43
2008-01-14,12362.59
2008-01-15,12428.76
2008-01-16,11288.61
2008-01-17,10322.62
2008-01-18,10063.36
2008-01-19,9880.25
2008-01-20,10325.52
2008-01-21,10945.87
2008-01-22,11038.65
2008-01-23,11005.24
2008-01-24,11166.16
2008-01-25,11461.04
2008-01-26,11555.44
2008-01-27,11316.59
2008-01-28,10618.99
2008-01-29,10262.53
2008-01-30,9832.6
2008-01-31,9379.15
2008-02-01,8722.22
2008-02-02,7796.89
2008-02-03,7436
2008-02-04,7121.34
2008-02-05,7531.24
2008-02-06,8228.35
2008-02-07,9010.71
2008-02-08,9807.83
2008-02-09,10251.85
2008-02-10,10744.78
2008-02-11,11098.31
2008-02-12,10770.94
2008-02-13,10062.46
2008-02-14,9108.03
2008-02-15,7615.42
2008-02-16,7605.53
2008-02-17,7678.62
2008-02-18,7841.95
2008-02-19,8214.63
2008-02-20,9096.87
2008-02-21,9581.24
2008-02-22,10389.05
2008-02-23,10994.27
2008-02-24,11164.79
2008-02-25,11208.38
2008-02-26,10600.83
2008-02-27,9787.34
2008-02-28,8764.45
2008-02-29,8202.94
2008-03-01,7722.9
2008-03-02,7324.13
2008-03-03,7395.36
2008-03-04,7759.01
2008-03-05,8330.88
2008-03-06,8749.93
2008-03-07,10086.55
2008-03-08,11225.95
2008-03-09,11718.4
2008-03-10,11810.58
2008-03-11,11758.35
2008-03-12,11606.19
2008-03-13,11647.95
2008-03-14,10913.56
2008-03-15,9776.89
2008-03-16,8698.55
2008-03-17,8501.17
2008-03-18,8877.11
2008-03-19,9736.23
2008-03-20,10588.68
2008-03-21,11178.86
2008-03-22,11664.69
2008-03-23,11899.97
2008-03-24,12026.82
2008-03-25,11789.85
2008-03-26,11740.82
2008-03-27,11724.65
2008-03-28,11741.08
2008-03-29,11441.97
2008-03-30,10726.38
2008-03-31,10478.59
2008-04-01,10432.18
2008-04-02,10216.78
2008-04-03,11461.07
2008-04-04,12346.6
2008-04-05,13115.95
2008-04-06,13813.85
2008-04-07,14633.2
2008-04-08,15063.51
2008-04-09,15127.97
2008-04-10,14598.08
2008-04-11,13730.2
2008-04-12,13049.71
2008-04-13,12459.54
2008-04-14,11790.79
2008-04-15,11775.84
2008-04-16,11742.88
2008-04-17,12330.25
2008-04-18,12845.4
2008-04-19,13520.6
2008-04-20,13600.54
2008-04-21,13616.8
2008-04-22,13454
2008-04-23,13307.71
2008-04-24,13599.93
2008-04-25,13614.64
2008-04-26,13518.62
2008-04-27,13551.66
2008-04-28,13811.75
2008-04-29,13504.34
2008-04-30,13407.19
2008-05-01,13714.27
2008-05-02,14565.29
2008-05-03,15514.02
2008-05-04,16590.99
2008-05-05,17972.13
2008-05-06,19235.28
2008-05-07,20163.57
2008-05-08,20285.75
2008-05-09,19809.57
2008-05-10,19110.35
2008-05-11,18091.71
2008-05-12,16928.68
2008-05-13,15981.67
2008-05-14,15262.31
2008-05-15,17891.34
2008-05-16,14666.98
2008-05-17,15013.47
2008-05-18,15846.17
2008-05-19,17284.78
2008-05-20,17523.48
2008-05-21,17437.77
2008-05-22,17573.97
2008-05-23,17368.05
2008-05-24,17299.64
2008-05-25,17214.6
2008-05-26,17266.64
2008-05-27,17488.67
2008-05-28,17438.18
2008-05-29,17848.23
2008-05-30,17847.55
2008-05-31,17813.25
2008-06-01,2735.63
2008-06-02,2797.43
2008-06-03,2836.65
2008-06-04,2836.65
2008-06-05,2892.36
2008-06-06,3073.58
2008-06-07,3150.47
2008-06-08,3193.9
2008-06-09,3193.9
2008-06-10,3229.01
2008-06-11,3159.12
2008-06-12,3099.03
2008-06-13,3023.22
2008-06-14,2998.3
2008-06-15,3006.59
2008-06-16,3082.05
2008-06-17,3345.4
2008-06-18,3437.36
2008-06-19,3541.02
2008-06-20,3598.67
2008-06-21,3716.41
2008-06-22,3776.5
2008-06-23,3868.2
2008-06-24,3940.83
2008-06-25,3967.23
2008-06-26,3999.06
2008-06-27,4156.76
2008-06-28,4190.77
2008-06-29,4261.56
2008-06-30,4310.87
2008-07-01,4378.7
2008-07-02,4529.69
2008-07-03,4673.01
2008-07-04,4795.38
2008-07-05,4933.16
2008-07-06,5048.4
2008-07-07,5165.93
2008-07-08,5232.23
2008-07-09,5285.8
2008-07-10,5353.42
2008-07-11,5353.42
2008-07-12,5353.42
2008-07-13,5394.34
2008-07-14,5449.33
2008-07-15,5546.7
2008-07-16,5702.74
2008-07-17,5789.42
2008-07-18,5833.18
2008-07-19,5847.83
2008-07-20,5847.83
2008-07-21,5877.23
2008-07-22,5906.75
2008-07-23,5951.27
2008-07-24,6071.4
2008-07-25,6193.6
2008-07-26,6286.63
2008-07-27,6380.85
2008-07-28,6444.33
2008-07-29,6492.3
2008-07-30,6524.45
2008-07-31,6524.45
2008-08-01,6508.36
2008-08-02,6524.45
2008-08-03,6508.36
2008-08-04,6524.45
2008-08-05,6540.57
2008-08-06,6524.45
2008-08-07,6476.28
2008-08-08,6444.33
2008-08-09,6396.67
2008-08-10,6349.31
2008-08-11,6333.59
2008-08-12,6271.04
2008-08-13,6239.96
2008-08-14,6193.6
2008-08-15,6193.6
2008-08-16,6193.6
2008-08-17,6239.96
2008-08-18,6271.04
2008-08-19,6365.06
2008-08-20,6492.3
2008-08-21,6572.92
2008-08-22,6638.04
2008-08-23,6670.81
2008-08-24,6670.81
2008-08-25,6654.41
2008-08-26,6605.41
2008-08-27,6605.41
2008-08-28,6769.93
2008-08-29,6853.5
2008-08-30,6870.32
2008-08-31,6954.95
2008-09-01,7074.92
2008-09-02,7144.27
2008-09-03,7196.67
2008-09-04,7231.78
2008-09-05,7267.04
2008-09-06,7338
2008-09-07,7409.55
2008-09-08,7427.53
2008-09-09,7427.53
2008-09-10,7373.7
2008-09-11,7320.2
2008-09-12,7249.39
2008-09-13,7144.27
2008-09-14,7074.92
2008-09-15,6954.95
2008-09-16,6853.5
2008-09-17,6769.93
2008-09-18,6654.41
2008-09-19,6524.45
2008-09-20,6396.67
2008-09-21,6239.96
2008-09-22,6086.56
2008-09-23,5981.11
2008-09-24,5803.97
2008-09-25,5674.09
2008-09-26,5574.8
2008-09-27,5463.15
2008-09-28,5353.42
2008-09-29,5258.96
2008-09-30,5205.63
2008-10-01,5113.41
2008-10-02,5087.32
2008-10-03,5009.73
2008-10-04,4945.85
2008-10-05,4907.86
2008-10-06,4870.12
2008-10-07,4770.69
2008-10-08,4709.43
2008-10-09,4685.12
2008-10-10,4636.82
2008-10-11,4553.31
2008-10-12,4471.1
2008-10-13,4401.64
2008-10-14,4333.12
2008-10-15,4276.71
2008-10-16,4198.8
2008-10-17,4132.99
2008-10-18,4035.93
2008-10-19,3930.38
2008-10-20,3827.21
2008-10-21,3706.47
2008-10-22,3589.01
2008-10-23,3465.37
2008-10-24,3354.5
2008-10-25,3291.24
2008-10-26,3372.77
2008-10-27,3686.67
2008-10-28,3706.47
2008-10-29,3618.07
2008-10-30,3560.15
2008-10-31,3484.15
2008-11-01,3428.07
2008-11-02,3372.77
2008-11-03,3336.32
2008-11-04,3300.22
2008-11-05,3282.29
2008-11-06,3229.01
2008-11-07,3150.47
2008-11-08,3065.14
2008-11-09,2990.04
2008-11-10,2973.56
2008-11-11,2990.04
2008-11-12,3014.89
2008-11-13,3031.56
2008-11-14,3048.31
2008-11-15,3048.31
2008-11-16,3048.31
2008-11-17,2990.04
2008-11-18,2876.35
2008-11-19,2766.38
2008-11-20,2675.01
2008-11-21,2593.53
2008-11-22,2550
2008-11-23,2514.2
2008-11-24,2500
2008-11-25,2500
2008-11-26,2514.2
2008-11-27,2535.62
2008-11-28,2492.92
2008-11-29,2542.8
2008-11-30,2564.44
2008-12-01,2550
2008-12-02,2550
2008-12-03,2507.09
2008-12-04,2464.8
2008-12-05,2388.85
2008-12-06,2348.28
2008-12-07,2341.57
2008-12-08,2355
2008-12-09,2355
2008-12-10,2395.67
2008-12-11,2478.83
2008-12-12,2514.2
2008-12-13,2535.62
2008-12-14,2535.62
2008-12-15,2500
2008-12-16,2471.8
2008-12-17,2416.23
2008-12-18,2368.49
2008-12-19,2314.92
2008-12-20,2262.39
2008-12-21,2230.08
2008-12-22,2191.83
2008-12-23,2147.92
2008-12-24,2135.51
2008-12-25,2129.33
2008-12-26,2160.38
2008-12-27,2179.2
2008-12-28,2160.38
2008-12-29,2166.64
2008-12-30,2166.64
2008-12-31,2154.14
2009-06-01,3513.27
2009-06-02,3502.94
2009-06-03,3472.11
2009-06-04,3482.36
2009-06-05,3523.63
2009-06-06,3565.32
2009-06-07,3618.03
2009-06-08,3639.31
2009-06-09,3714.63
2009-06-10,3747.32
2009-06-11,3703.79
2009-06-12,3703.79
2009-06-13,3692.97
2009-06-14,3660.69
2009-06-15,3618.03
2009-06-16,3554.85
2009-06-17,3461.88
2009-06-18,3451.68
2009-06-19,3513.27
2009-06-20,3575.81
2009-06-21,3682.19
2009-06-22,3835.73
2009-06-23,3891.9
2009-06-24,3994.8
2009-06-25,4076.46
2009-06-26,4159.57
2009-06-27,4159.57
2009-06-28,4135.67
2009-06-29,4076.46
2009-06-30,4111.9
2009-07-01,4159.57
2009-07-02,4183.58
2009-07-03,4494.05
2009-07-04,4810.74
2009-07-05,5204.53
2009-07-06,5533.28
2009-07-07,5799.52
2009-07-08,6027.05
2009-07-09,6143.7
2009-07-10,6245.23
2009-07-11,6279.4
2009-07-12,6296.55
2009-07-13,6245.23
2009-07-14,6211.23
2009-07-15,6194.29
2009-07-16,6143.7
2009-07-17,6043.6
2009-07-18,5944.92
2009-07-19,5879.91
2009-07-20,5815.52
2009-07-21,5751.74
2009-07-22,5688.57
2009-07-23,5610.46
2009-07-24,5517.95
2009-07-25,5411.71
2009-07-26,5336.91
2009-07-27,5263.01
2009-07-28,5366.72
2009-07-29,5351.79
2009-07-30,5381.68
2009-07-31,5381.68
2009-08-01,5457.02
2009-08-02,5564.04
2009-08-03,5672.87
2009-08-04,5735.89
2009-08-05,5879.91
2009-08-06,5994.08
2009-08-07,6093.47
2009-08-08,6194.29
2009-08-09,6245.23
2009-08-10,6262.3
2009-08-11,6245.23
2009-08-12,6245.23
2009-08-13,6228.21
2009-08-14,6262.3
2009-08-15,6296.55
2009-08-16,6400.27
2009-08-17,6540.88
2009-08-18,6756.81
2009-08-19,7035.41
2009-08-20,7246
2009-08-21,7462.05
2009-08-22,7622.66
2009-08-23,7827.65
2009-08-24,8016.2
2009-08-25,8122.65
2009-08-26,8230.33
2009-08-27,8273.74
2009-08-28,8273.74
2009-08-29,8208.69
2009-08-30,8144.09
2009-08-31,8058.64
2009-09-01,7952.92
2009-09-02,7869.21
2009-09-03,7786.27
2009-09-04,7683.66
2009-09-05,7582.23
2009-09-06,7562.08
2009-09-07,7481.96
2009-09-08,7363.16
2009-09-09,7284.87
2009-09-10,7130.46
2009-09-11,6978.9
2009-09-12,6811.75
2009-09-13,6594.29
2009-09-14,6400.27
2009-09-15,6296.55
2009-09-16,6194.29
2009-09-17,6076.81
2009-09-18,5977.65
2009-09-19,5912.33
2009-09-20,5896.1
2009-09-21,5977.65
2009-09-22,6060.18
2009-09-23,6043.6
2009-09-24,6043.6
2009-09-25,5994.08
2009-09-26,5912.33
2009-09-27,5751.74
2009-09-28,5688.57
2009-09-29,5657.21
2009-09-30,5610.46
2009-10-01,5564.04
2009-10-02,5457.02
2009-10-03,5426.77
2009-10-04,5441.88
2009-10-05,5441.88
2009-10-06,5396.67
2009-10-07,5277.71
2009-10-08,5219.09
2009-10-09,5190
2009-10-10,5175.5
2009-10-11,5146.61
2009-10-12,5117.87
2009-10-13,5060.79
2009-10-14,5060.79
2009-10-15,5089.26
2009-10-16,5146.61
2009-10-17,5190
2009-10-18,5204.53
2009-10-19,5190
2009-10-20,5103.55
2009-10-21,4976.22
2009-10-22,4824.34
2009-10-23,4650.06
2009-10-24,4481.26
2009-10-25,4280.84
2009-10-26,4100.06
2009-10-27,3914.56
2009-10-28,3780.27
2009-10-29,3682.19
2009-10-30,3618.03
2009-10-31,3596.87
2009-11-01,3628.66
2009-11-02,3628.66
2009-11-03,3596.87
2009-11-04,3575.81
2009-11-05,3544.42
2009-11-06,3461.88
2009-11-07,3321.45
2009-11-08,3205.05
2009-11-09,3082.95
2009-11-10,3009.84
2009-11-11,2947.11
2009-11-12,2938.24
2009-11-13,2982.82
2009-11-14,3046.21
2009-11-15,3082.95
2009-11-16,3082.95
2009-11-17,3037.08
2009-11-18,2991.8
2009-11-19,2920.57
2009-11-20,2842.21
2009-11-21,2774.09
2009-11-22,2774.09
2009-11-23,2757.28
2009-11-24,2723.93
2009-11-25,2658.28
2009-11-26,2642.09
2009-11-27,2715.65
2009-11-28,2748.91
2009-11-29,2799.47
2009-11-30,2850.82
2009-12-01,2929.4
2009-12-02,2982.82
2009-12-03,3027.98
2009-12-04,3037.08
2009-12-05,3046.21
2009-12-06,2964.92
2009-12-07,2868.12
2009-12-08,2774.09
2009-12-09,2666.41
2009-12-10,2666.41
2009-12-11,2625.98
2009-12-12,2625.98
2009-12-13,2617.96
2009-12-14,2625.98
2009-12-15,2594.01
2009-12-16,2578.16
2009-12-17,2594.01
2009-12-18,2570.26
2009-12-19,2546.7
2009-12-20,2484.78
2009-12-21,2446.75
2009-12-22,2416.69
2009-12-23,2394.36
2009-12-24,2364.86
2009-12-25,2313.99
2009-12-26,2278.24
2009-12-27,2264.08
2009-12-28,2285.35
2009-12-29,2285.35
2009-12-30,2350.23
2009-12-31,2363.65
2010-06-01,6001.82
2010-06-02,5991.97
2010-06-03,6001.82
2010-06-04,6011.69
2010-06-05,6011.69
2010-06-06,6011.69
2010-06-07,6041.36
2010-06-08,6051.28
2010-06-09,6051.28
2010-06-10,6051.28
2010-06-11,6081.11
2010-06-12,6131.09
2010-06-13,6211.73
2010-06-14,6293.21
2010-06-15,6344.57
2010-06-16,6354.88
2010-06-17,6427.43
2010-06-18,6469.19
2010-06-19,6458.73
2010-06-20,6458.73
2010-06-21,6458.73
2010-06-22,6479.66
2010-06-23,6532.22
2010-06-24,6595.74
2010-06-25,6649.05
2010-06-26,6691.94
2010-06-27,6713.47
2010-06-28,6778.39
2010-06-29,7031.87
2010-06-30,7201.2
2010-07-01,7258.36
2010-07-02,7327.43
2010-07-03,7350.57
2010-07-04,7338.99
2010-07-05,7327.43
2010-07-06,7281.33
2010-07-07,7246.9
2010-07-08,7178.44
2010-07-09,7133.08
2010-07-10,7087.96
2010-07-11,7054.26
2010-07-12,7110.49
2010-07-13,7167.08
2010-07-14,7224.02
2010-07-15,7258.36
2010-07-16,7258.36
2010-07-17,7246.9
2010-07-18,7189.81
2010-07-19,7167.08
2010-07-20,7155.73
2010-07-21,7121.78
2010-07-22,7110.49
2010-07-23,7087.96
2010-07-24,7121.78
2010-07-25,7133.08
2010-07-26,7133.08
2010-07-27,7144.4
2010-07-28,7133.08
2010-07-29,7099.22
2010-07-30,7110.49
2010-07-31,7110.49
2010-08-01,7110.49
2010-08-02,7110.49
2010-08-03,7099.22
2010-08-04,7065.48
2010-08-05,7020.69
2010-08-06,6965.03
2010-08-07,6942.86
2010-08-08,6909.72
2010-08-09,6854.75
2010-08-10,6800.14
2010-08-11,6767.53
2010-08-12,6789.25
2010-08-13,6756.69
2010-08-14,6735.05
2010-08-15,6702.7
2010-08-16,6638.36
2010-08-17,6595.74
2010-08-18,6553.34
2010-08-19,6563.92
2010-08-20,6574.51
2010-08-21,6617.02
2010-08-22,6627.68
2010-08-23,6724.25
2010-08-24,6811.03
2010-08-25,6898.69
2010-08-26,6998.39
2010-08-27,7054.26
2010-08-28,7076.71
2010-08-29,7121.78
2010-08-30,7155.73
2010-08-31,7155.73
2010-09-01,7167.08
2010-09-02,7167.08
2010-09-03,7178.44
2010-09-04,7144.4
2010-09-05,7133.08
2010-09-06,7133.08
2010-09-07,7144.4
2010-09-08,7155.73
2010-09-09,7155.73
2010-09-10,7155.73
2010-09-11,7201.2
2010-09-12,7235.46
2010-09-13,7246.9
2010-09-14,7269.84
2010-09-15,7269.84
2010-09-16,7304.35
2010-09-17,7327.43
2010-09-18,7327.43
2010-09-19,7304.35
2010-09-20,7292.83
2010-09-21,7281.33
2010-09-22,7292.83
2010-09-23,7269.84
2010-09-24,7281.33
2010-09-25,7292.83
2010-09-26,7327.43
2010-09-27,7304.35
2010-09-28,7327.43
2010-09-29,7304.35
2010-09-30,7258.36
2010-10-01,7189.81
2010-10-02,7133.08
2010-10-03,7043.06
2010-10-04,6965.03
2010-10-05,6909.72
2010-10-06,6832.86
2010-10-07,6843.8
2010-10-08,6965.03
2010-10-09,7054.26
2010-10-10,7020.69
2010-10-11,6965.03
2010-10-12,6898.69
2010-10-13,6832.86
2010-10-14,6745.87
2010-10-15,6649.05
2010-10-16,6595.74
2010-10-17,6521.68
2010-10-18,6427.43
2010-10-19,6334.27
2010-10-20,6242.19
2010-10-21,6151.17
2010-10-22,6101.06
2010-10-23,6021.56
2010-10-24,5942.89
